document_ID,question_ID,question,prediction_ID,prediction_sentence
32,106,Who did Sommer's claim the island for?,[1],He claimed the apparently uninhabited islands for the Spanish Empire.
32,107,Who was one of the original survivor's to sail on to Jamestown.,[106],"In 1610, all but three of the survivors of the Sea Venture sailed on to Jamestown."
32,108,What is one of the main things John Rolfe is known for?,[107],"Among them was John Rolfe, whose wife and child died and were buried in Bermuda."
32,109,When did the English begin their intentional settlement of Bermuda?,[109],"In 1612, the English began intentional settlement of Bermuda with the arrival of the ship Plough."
32,110,What is St. George credited with?,[110],St. George's was settled that year and designated as Bermuda's first capital.
32,111,What is a major reason that Bermuda has problems with overpopulation?,[62],"The majority of blacks in Bermuda can be termed ""Bermudian blacks"", whose ancestry dates back centuries between the 17th century and the end of slavery in 1834, Bermuda's black population was self-sustaining, with its growth resulting largely from natural expansion."
32,112,What does Bermuda rely on to counteract overpopulation?,[113],"In the first two centuries of settlement, it relied on steady human emigration to keep the population manageable."
32,113,Where did a large number of Bermudians emigrate to before the American Revolution?,[114],"[citation needed] Before the American Revolution more than ten thousand Bermudians (over half of the total population through the years) gradually emigrated, primarily to the Southern United States."
32,114,Why does a third of the population spend time at sea?,[117],"With seafaring the only real industry in the early decades, by the end of the 18th century, at least a third of the island's manpower was at sea at any one time."
32,115,Why did the Somers Isles Company decide to surpress shipbuilding?,[118],"In the 17th century, the Somers Isles Company suppressed shipbuilding, as it needed Bermudians to farm to generate income from the land."
32,116,Why wasn't agriculture successful?,[119],"Agricultural production met with limited success, however."
32,117,What did Bermudians do when agriculture failed?,[122],"Bermudians began to turn to maritime trades relatively early in the 17th century, but the Somers Isles Company used all its authority to suppress turning away from agriculture."
32,118,Why was the Somers Isles Company's charter revoked?,[8],"At that time, the company's charter was revoked, and the English Crown took over administration."
32,119,What event caused major changes in Bermuda?,[124],"The end of the war, however, was to cause profound change in Bermuda, though some of those changes would take decades to crystallise."
32,120,Why did defence infrastructure become the major source of Bermuda's economy?,[125],"Following the war, with the buildup of Naval and military forces in Bermuda, the primary leg of the Bermudian economy became defence infrastructure."
32,121,How does the British crown view Bermuda?,[150],"Bermuda is classified as a British Overseas Territory, but it is the oldest British colony."
32,122,What happened to Bermuda's independance due to British importance on them for military reasons?,[127],"The Crown strengthened its political and economic ties to Bermuda, and the colony's independence on the world stage was diminished."
32,123,Who was Bermuda's main trading partner before the war?,[128],"The war had removed Bermuda's primary trading partners, the American colonies, from the empire, and dealt a harsh blow to Bermuda's merchant shipping trade."
32,124,What is a factor that hurt Bermuda's merchant shipping?,[128],"The war had removed Bermuda's primary trading partners, the American colonies, from the empire, and dealt a harsh blow to Bermuda's merchant shipping trade."
32,125,Why didn't Bermuda produce metal ships?,[129],"This also suffered due to the deforestation of Bermuda, as well as the advent of metal ships and steam propulsion, for which it did not have raw materials."
32,126,Why did the need for Bermuda's salt diminish?,[127],"The Crown strengthened its political and economic ties to Bermuda, and the colony's independence on the world stage was diminished."
